Word,Count
https://github.com/ivaynberg/select2/blob/79b5bf6db918d7560bdd959109b7bcfb47edaf43/select2.js#L1954,2
Firefox,2
much,2
\"\multiple"\\,2
might,2
checkbox,2
https://github.com/angular-ui/bootstrap/blob/0.10.0/src/typeahead/typeahead.js#L155,2
like,2
`isTag`,2
context,2
Open,2
Debounce,2
ng-disabled),2
18/10/2015,2
app,2
ProjectService.createProject($scope.Project);,2
Delay,2
functions),2
\case,\,2
true/false,2
angular-blockui,2
destroyed,2
yAxis,2
HTML,2
\first,\,2
Tell,2
(only,2
SEGURO,2
zero,2
4,2
itself,2
\zero,\,2
http://github.com/angular-ui/ui-select,2
Node.contains,2
(thanks,2
close,2
everywhere,2
trim,2
versions,2
00000000000000000000000000000111111111000000000000000222222222222220033333333333333333333330000444444444444444444000000000000000556666660000077777777777755000000000000000000000088888880000000,2
eval,2
controller,2
`$select.tagging.fct`,2
about,2
newUpdateLog,2
Push,2
toarstr,2
trailing,2
Initial,2
starts,2
\"\address"\,\,2
need,2
FYI,2
backers,2
debouncing:,2
ctrl.selected,2
mật,2
open,2
8,2
function:,2
generate,2
\'string',\,2
filtering,2
loaded,2
\FALSE,\,2
appending,2
way,2
there's,2
(instead,2
Parses,2
Call,2
\new"\\,2
workarounds,2
hackish,2
restored,2
now,2
trị,2
transcludeFn,2
https://github.com/angular/angular.js/blob/v1.2.15/src/ng/directive/ngRepeat.js#L211,2
find,2
cross,2
hide/unhide,2
Passing,2
sortable,2
Track,2
e.g,2
false;,2
\if(~[KEY.ESC,KEY.TAB].indexOf(key)){\,2
timestamp,2
lấy,2
\công!',\,2
currently,2
\(key,\,2
pressed,2
passing,2
\"\yyyy-MM-dd"\));\,2
times,2
day,2
\$locationProvider.html5Mode(false).hashPrefix("\!"\);\,2
none,2
6,2
reprot,2
token,2
depending,2
positioned,2
@param,2
unnecessary,2
more,2
going,2
firing,2
replaced,2
\yet,\,2
\['#FF5252',\,2
$rootScope.UserInfo,2
try,2
Original,2
No,2
Alert,2
Clone,2
case:,2
next/last,2
relying,2
(),2
firefox,2
removeSelected,2
\Object,\,2
copies,2
logic,2
google,2
discussion,2
propagation,2
Hide,2
autocomplete,2
disable,2
operates,2
2013,2
positioning,2
prop,2
duplicate,2
Load,2
selectionStart,2
giá,2
Empty,2
done,2
\$location.path("\/register_success"\).replace();\,2
\lists,\,2
Otherwise,2
changing,2
.ui-select-dropdown,2
happened,2
Position:,2
amount,2
Have,2
places,2
https://code.google.com/p/chromium/issues/detail?id=342307#c4,2
jQuery,2
reactivate,2
categories,2
away,2
tempOrder,2
https://github.com/angular-ui/ui-select/pull/31,2
http://stackoverflow.com/questions/12931369,2
end,2
outside,2
Click,2
find(),2
RemindedProject,2
itemName,2
Transclude,2
limit,2
Wait,2
converted,2
\ctrl.items,\,2
Routing,2
config,2
tolerance,2
gets,2
Special,2
clone.filter('.my-class'),2
ng-transclude,2
his,2
appear,2
\$index"\\,2
transcluded,2
lose,2
closest(),2
watch,2
variants,2
Highlights,2
routes,2
version,2
expression,2
Expose,2
drop-down,2
\disabled,\,2
hacky,2
\webkit,\,2
queue,2
(form.$dirty,2
Base,2
.close(),2
choice,2
Firefox),2
remote,2
bypasses,2
read-only,2
Toggle,2
Automatically,2
password,2
'Thành,2
2015-10-09T15:34:24.040Z,2
$scope.addresses,2
define,2
absolute,2
url,2
row,2
accessible,2
=>,2
Version:,2
http://blog.omkarpatil.com/2012/11/transclude-in-angularjs.html,2
$select.items,2
directly,2
whenever,2
Collection,2
(ex:,2
$select.search},2
copy,2
item),2
AngularStrap,2
creating,2
minErr,2
adjust,2
from:,2
value),2
dependency,2
\selection,\,2
.ui-select-container,2
DOWN,2
based,2
mode:,2
stick,2
2%,2
enough,2
`item`,2
targets,2
Left-hand,2
focus-on='SomeEventName'),2
web,2
values,2
inject,2
https://github.com/angular-ui/bootstrap/blob/master/src/position/position.js#L70,2
better,2
FOR,2
zoom,2
flicker,2
1],2
Url,2
Handles,2
equivalent,2
$scope.ListSlides[index];,2
searching),2
jshint,2
https://github.com/angular-ui/bootstrap/blob/0.10.0/src/typeahead/typeahead.js#L340,2
ever,2
$scope.UpdateLogs[index],2
binding),2
shortcuts,2
put,2
#6,2
'/api/UserApi/GetListUserName',2
fully,2
(isObjectCollection){,2
Most,2
inline,2
//Checkme,2
placeholder,2
line,2
Should,2
\ui-select,\,2
Recreates,2
header,2
Dropdown,2
Key,2
appendToBody,2
&&,2
allowed,2
ng-repeat:,2
their,2
executing,2
shaving,2
auto-selected,2
All,2
tạo,2
viewValue,2
2014,2
\"\intelligence"\\,2
Example:,2
parsing,2
presence,2
transform,2
7,2
Watch,2
addresses,2
projectCode,2
Limit,2
objects,2
future,2
collection),2
success,2
3.6,2
(should,2
angular:,2
element.contains(),2
Adding,2
$select.parserResult,2
querySelectorAll(),2
1].Order,2
why,2
https://github.com/angular/angular.js/blob/v1.2.15/src/ng/directive/ngRepeat.js#L259,2
detected,2
template,2
property,2
Reference,2
toastr.success('Bạn,2
ctrl.tagging,2
block,2
raw,2
progressBar:,2
height,2
//TODO:,2
own,2
ctrl.close();,2
\SweetAlert.swal("\Edited!"\,\,2
internally,2
resultMultiple,2
selections,2
Display,2
documentation,2
Refactor,2
$scope.Project.CategoryId,2
searched,2
$scope.selectedOption.CategoryID;,2
[],2
$scope.ListSlides[index].Order;,2
\AngularJS,\,2
\skip,\,2
server,2
https://developer.mozilla.org/en-US/docs/Web/API/Node.contains,2
todo,2
khẩu,2
unique,2
milliseconds,2
\"\$index"\,\,2
https://github.com/angular/angular.js/pull/3598,2
si,2
names,2
added,2
Idea,2
\side,\,2
ListConversations,2
watches,2
compromise,2
can't,2
container,2
displays,2
el,2
'source',2
needs,2
newItem,2
0.13.2,2
become,2
\style,\,2
track,2
1];,2
As,2
item(s),2
cycle,2
$scope.ListSlides[index],2
Rename,2
work,2
label,2
https://github.com/angular/angular.js/issues/6913,2
Contains,2
validthis:,2
Filters,2
\"\address\,2
least,2
write:,2
maintained,2
addSelected,2
transcludedElement,2
Skip,2
Crear,2
@license,2
\keyup,\,2
\$select.search}"\,\,2
selects,2
colours:,2
Item,2
\errors.angularjs.org/.*'),\,2
github.com/chieffancypants/angular-loading-bar/pull/50');,2
tokens,2
element:,2
pull,2
\default,\,2
trackByExp,2
trigger,2
\strict"\;\,2
cached,2
limited,2
keys,2
ANY,2
temp,2
RepeatParser.parse(attrs.repeat);,2
selecciona,2
jQuery's,2
necessary,2
https://github.com/angular-ui/ui-select/commit/5dd63ad#commitcomment-5504697,2
goal,2
https://github.com/angular/angular.js/issues/3586,2
refresh,2
specifies,2
\"\use\,2
while,2
(lhs),2
24/10/2015,2
tags,2
\"\create\,2
caused,2
Used,2
isn't,2
(ignoring,2
<select>,2
one;,2
EXPRESS,1
FITNESS,1
f;for(var,1
exist,1
request;,1
sets,1
xác,1
permit,1
limitation,1
including,1
\Google,\,1
tối,1
3%,1
$scope.EditIndex,1
1.4.6,1
http://angularjs.org,1
animation,1
-1,1
completed,1
backer,1
whitespace,1
quantity,1
\toastr.warning("\Tối\,1
(checkSelect,1
Opera,1
override,1
TO,1
increments,1
random,1
flag,1
\false,\,1
timeouts,1
PURPOSE,1
19/10/2015,1
form.$invalid)),1
\c=/((ftp|https?):\/\/|(www\.)|(mailto:)?[A-Za-z0-9._%+-]+@)\S*[^\s.;,(){}<>"\”’]/,d=/^mailto:/;return\,1
Browser,1
USE,1
questionList,1
báo');,1
BE,1
AdminUserService.getBackingDetail($scope.UserProfile.UserName);,1
h(a){a&&n.push(e(a))}function,1
DeleteProjectDraft,1
'{value},1
(more,1
promise.then(,1
rewardPkgList,1
hereby,1
CreatedProject,1
\KIND,\,1
['chart.js']).config(function(ChartJsProvider),1
approved,1
(type,1
red,1
increment:,1
\modify,\,1
\b.isString(a)?a.replace(/^\s\s*/,"\"\).replace(/\s\s*$/,"\"\):a}}();b.module("\ngSanitize"\,[]).provider("\$sanitize"\,d),b.module("\ngSanitize"\).filter("\linky"\,["\$sanitize"\,function(a){var\,1
broadcast,1
==,1
$rootScope.UserInfo.IsAuthen,1
Slides,1
deadline,1
configuring,1
selecting,1
checkLoginStatus();,1
\"\rgba(151,187,205,0.75)"\,\\,1
\names,\,1
categoy,1
NONINFRINGEMENT,1
dandelionvn.com/images/projects/',1
Init,1
total,1
dashboard,1
year,1
checkLoginStatus(),1
tab's,1
optional,1
conditions:,1
$scope.RewardPkgs[0].PledgeAmount;,1
copyright,1
handles,1
LIMITED,1
backingId);,1
provides,1
Loading,1
job,1
loadingBarInterceptor,1
returns,1
didn't,1
showing,1
getComputedStyle,1
substantial,1
\'get',\,1
started,1
Based,1
registration,1
intercepts,1
\(scope,\,1
initChart,1
ACTION,1
attrs,1
configuration,1
Register,1
entirely,1
\,\,1
removes,1
above,1
directives,1
max,1
AMD,1
(either,1
URL,1
lastDatetime:,1
event:,1
$http,1
$scope.getBackingDetail,1
specific,1
\code,\,1
format:,1
$scope.UserBasicInfo.CreatedDate,1
trường,1
@return,1
b.isString(a)?a.trim():a}:function(a){return,1
\use,\,1
listen,1
module,1
\directive,\,1
provide,1
requirements,1
UserService.checkLoginStatus();,1
attrs),1
chart.js,1
String.prototype.trim?function(a){return,1
morris.js,1
\finally,\,1
\charge,\,1
form.$setUntouched();,1
||,1
Wrapper,1
\IMPLIED,\,1
variables,1
wtf,1
explicitly,1
promise,1
enabled,1
\Generally,\,1
rule,1
backwards,1
throw,1
'thisArg',1
Order,1
INCLUDING,1
invalid,1
hasn't,1
this.loadMoreComment,1
CONNECTION,1
light,1
save,1
Copyright,1
Atrributes,1
too,1
account,1
\ChartJsProvider.setOptions('Line',\,1
retrns,1
22/10/2015,1
matured:,1
EVENT,1
mathmatically,1
exit,1
filter,1
styles,1
control,1
storing,1
latencyThreshold,1
resize,1
illusion,1
$scope.UserEditInfo,1
listens,1
big,1
immutable,1
DAMAGES,1
lastDatetime),1
rgba,1
IsAuthen:,1
likely,1
thiết,1
us,1
Node/CommonJS,1
included,1
skip:,1
lastDatetime,1
thiểu,1
aggregate,1
COPYRIGHT,1
Shows,1
non,1
(or,1
re-create,1
Inc,1
person,1
\MERCHANTABILITY,\,1
highcharts,1
setting,1
\.directive('myRepeatDirective',\,1
\sublicense,\,1
prevents,1
\Date($filter('date')($scope.UserBasicInfo.CreatedDate,\,1
green,1
Checking,1
angular-loading-bar,1
\function(f,g){function\,1
(the,1
destroy,1
{Object},1
\$scope.Project.ProjectCode,\,1
dandelionvn.com/#/project/detail/',1
Back,1
$scope.UserBasicInfo.LastLogin,1
pending,1
Trungvn,1
\j,k,l,m=f,n=[];j=m.match(c);)k=j[0],j[2]||j[4]||(k=(j[3]?"\http://"\:"\mailto:"\)+k),l=j.index,h(m.substr(0,l)),i(k,j[0].replace(d,"\"\)),m=m.substring(l+j[0].length);return\,1
}))),1
fetching,1
donut_Cate,1
�,1
true;,1
Slightly,1
v1.3.10,1
\cached,\,1
calling,1
Start,1
EndTrungVn,1
compatibility,1
$window.location.href,1
'blue');,1
initialise,1
\tự"\,\,1
README.md,1
conditions,1
hộ,1
But,1
DTColumnDefBuilder.newColumnDef(0).notSortable(),1
backward,1
opt,1
compatibilities,1
various,1
ARISING,1
highlightFill:,1
anonymous,1
lazy,1
tableString,1
request:,1
capable,1
projects,1
morris,1
lập,1
SHALL,1
called,1
\�Software�),\,1
software,1
Version,1
shared,1
\window.alert("\im\,1
dimensions,1
infomation,1
scenario,1
\publish,\,1
Flag,1
\FROM,\,1
\$scope.Project.ImageUrl,\,1
start/complete,1
state,1
WARRANTY,1
\"\),b.isDefined(g)&&n.push('target="\',g,'"\\,1
rights,1
<talk@stpa.co>,1
infinite,1
$scope.dtColumnDefs,1
End,1
newTimeline,1
17/10/2015,1
$scope.BackingDetail,1
\restriction,\,1
readable,1
subject,1
promiseGet.then(,1
'Thông,1
\Software,\,1
\"\watch"\\,1
delay,1
language,1
prevSeriesOptions,1
alias,1
every,1
Active,1
which,1
chart-specific,1
silently,1
reflow,1
again,1
permission,1
provider,1
practices,1
srsly,1
incs,1
sell,1
ProjectService.backingProject($scope.backingData);,1
upon,1
//Todo,1
code.highcharts.com/';,1
Cruver,1
within,1
BackedProjectHistory,1
Allows,1
give,1
requester,1
progresses,1
Anderson,1
portions,1
AN,1
file's,1
\'),n.push('href="\',a.replace(/"\/g,"\&quot;"\),'"\>'),h(c),n.push("\</a>"\)}if(!f)return\,1
Primary,1
improve,1
Do,1
interceptor,1
fail,1
essential,1
Inserts,1
\requests,\,1
FbService.watchLoginStatusChange();,1
switch,1
globals,1
\$http.get("\/api/ProjectApi/AdminGetBackingDetail/"\\,1
10,1
License,1
AUTHORS,1
\dom,\,1
\'/api/ProjectApi/GetMoreComment',\,1
LIABLE,1
'scope',1
rstacruz,1
max-height,1
strange,1
Students,1
We,1
Pass,1
because,1
returned,1
];,1
ids,1
v2.5.1,1
angular-elastic,1
updatelog,1
pixel,1
http://monospaced.com,1
Find,1
\Date($filter('date')($scope.UserBasicInfo.LastLogin,\,1
WITH,1
and/or,1
progress,1
Account,1
nprogress,1
kí,1
js,1
Highcharts:,1
email,1
another,1
DEALINGS,1
ủng,1
handled,1
\angular.module('myApp',\,1
acceptable,1
loadlistBacker();,1
chart.update(),1
Description:,1
Author,1
http://angular-morris-chart.stpa.co,1
following,1
\99%,\,1
processSeries,1
Pacheco,1
promiseGet,1
\="\/baokim?="\;\,1
\IS�,\,1
);,1
�AS,1
axis,1
loadingbar,1
blue,1
https://github.com/fraywing/textAngular/wiki,1
rank,1
closure,1
//toastr.success('Bạn,1
Wes,1
callback,1
properties,1
500ms:,1
WARRANTIES,1
Secondary,1
obtaining,1
SDK,1
form.$setPristine();,1
behaviour,1
method:,1
invoke,1
percent,1
200,1
box,1
care,1
nhận,1
\so,\,1
keep,1
updateLogList,1
\VNĐ',\,1
AND,1
\last!"\);\,1
6%,1
rate,1
WHETHER,1
'used,1
\copy,\,1
login,1
element),1
20/10/2015,1
usereditinfo.data.Data;,1
Clean,1
\h(m),a(n.join("\"\))}}])}(window,window.angular)}({},function(){return\,1
small,1
\(code,\,1
methods,1
undefined),1
2010-2014,1
newQuestion,1
Registers,1
username,1
Borrowed,1
digest,1
\"\old"\\,1
response,1
Attempt,1
Angular,1
bar's,1
http://stackoverflow.com/a/11508164/1190235,1
\distribute,\,1
made,1
Name:,1
\Bỏ"\,\,1
(scope.$last),1
whom,1
url:,1
PARTICULAR,1
successfully,1
scrollbar/navigator,1
\null,\,1
it's,1
editRewardPkg,1
NO,1
https://developers.google.com/maps/documentation/javascript/places,1
Credit:,1
BackedProject,1
PROVIDED,1
[]),1
img,1
edge,1
Turn,1
excellent,1
Facebook,1
đa,1
furnished,1
\LIABILITY,\,1
%,1
\granted,\,1
ask,1
free,1
specified,1
readme),1
n,1
\,s=/<!--(.*?)-->/g,t=/(^<!--.*?-->)/,u=/<!DOCTYPE([^>]*?)>/i,v=/<!\[CDATA\[(.*?)]]>/g,w=/[\uD800-\uDBFF][\uDC00-\uDFFF]/g,x=/([^\#-~|\,1
month,1
\dialog,\,1
shall,1
mapping,1
files,1
actions,1
let,1
\OTHERWISE,\,1
Stewan,1
TORT,1
WITHOUT,1
BUT,1
Increments,1
IE9,1
\CLAIM,\,1
slows,1
are,1
deal,1
'up'),1
$scope.NewCategory,1
params:,1
IS,1
Bar,1
Monospaced,1
removing,1
\10,\,1
days,1
StarredProject,1
selection,1
exception,1
objects),1
creates,1
\|!])/g,y=/^(\s+)/,z=f("\area,br,col,hr,img,wbr,input"\),A=f("\colgroup,dd,dt,li,p,tbody,td,tfoot,th,thead,tr"\),B=f("\rp,rt"\),C=b.extend({},B,A),D=b.extend({},A,f("\address,article,aside,blockquote,caption,center,del,dir,div,dl,figure,figcaption,footer,h1,h2,h3,h4,h5,h6,header,hgroup,hr,ins,map,menu,nav,ol,pre,script,section,table,ul"\)),E=b.extend({},B,f("\a,abbr,acronym,b,bdi,bdo,big,br,cite,code,del,dfn,em,font,i,img,ins,kbd,label,map,mark,q,ruby,rp,rt,s,samp,small,span,strike,strong,sub,sup,time,tt,u,var"\)),F=f("\animate,animateColor,animateMotion,animateTransform,circle,defs,desc,ellipse,font-face,font-face-name,font-face-src,g,glyph,hkern,image,linearGradient,line,marker,metadata,missing-glyph,mpath,path,polygon,polyline,radialGradient,rect,set,stop,svg,switch,text,title,tspan,use"\),G=f("\script,style"\),H=b.extend({},z,D,E,C,F),I=f("\background,cite,href,longdesc,src,usemap,xlink:href"\),J=f("\abbr,align,alt,axis,bgcolor,border,cellpadding,cellspacing,class,clear,color,cols,colspan,compact,coords,dir,face,headers,height,hreflang,hspace,id,ismap,lang,language,nohref,nowrap,rel,rev,rows,rowspan,rules,scope,scrolling,shape,size,span,start,summary,target,title,type,valign,value,vspace,width"\),K=f("\accent-height,accumulate,additive,alphabetic,arabic-form,ascent,attributeName,attributeType,baseProfile,bbox,begin,by,calcMode,cap-height,class,color,color-rendering,content,cx,cy,d,dx,dy,descent,display,dur,end,fill,fill-rule,font-family,font-size,font-stretch,font-style,font-variant,font-weight,from,fx,fy,g1,g2,glyph-name,gradientUnits,hanging,height,horiz-adv-x,horiz-origin-x,ideographic,k,keyPoints,keySplines,keyTimes,lang,marker-end,marker-mid,marker-start,markerHeight,markerUnits,markerWidth,mathematical,max,min,offset,opacity,orient,origin,overline-position,overline-thickness,panose-1,path,pathLength,points,preserveAspectRatio,r,refX,refY,repeatCount,repeatDur,requiredExtensions,requiredFeatures,restart,rotate,rx,ry,slope,stemh,stemv,stop-color,stop-opacity,strikethrough-position,strikethrough-thickness,stroke,stroke-dasharray,stroke-dashoffset,stroke-linecap,stroke-linejoin,stroke-miterlimit,stroke-opacity,stroke-width,systemLanguage,target,text-anchor,to,transform,type,u1,u2,underline-position,underline-thickness,unicode,unicode-range,units-per-em,values,version,viewBox,visibility,width,widths,x,x-height,x1,x2,xlink:actuate,xlink:arcrole,xlink:role,xlink:show,xlink:title,xlink:type,xml:base,xml:lang,xml:space,xmlns,xmlns:xlink,y,y1,y2,zoomAndPan"\),L=b.extend({},I,K,J),M=document.createElement("\pre"\),N=/^(\s*)([\s\S]*?)(\s*)$/,O=function(){return\,1
HOLDERS,1
Austin,1
manipulation,1
during,1
wrappers,1
active,1
persons,1
[,1
\textarea,\,1
\angular.module('myModule',\,1
yellow,1
textAngular,1
BackingInfo,1
down,1
OUT,1
\merge,\,1
\i(a,c){n.push("\<a\,1
rewards,1
proper,1
code:,1
through,1
post,1
trust,1
Allow,1
\tableString.split("\/"\).join("\."\);\,1
modal,1
running,1
.5,1
dark,1
\view,\,1
measuring,1
not),1
Choose,1
cancel,1
matter,1
backingdata,1
ShareData.currentPage,1
\CONTRACT,\,1
\angular.element(element).css('color',\,1
Src,1
NOT,1
spent,1
value',1
continually,1
\SweetAlert.swal("\Hủy\,1
TODO:,1
cfpLoadingBar.complete(),1
console.log($scope.BackingInfo[0].BackingDiscription),1
preview,1
{Boolean},1
Permission,1
$http({,1
